Question_Id,Question_title,tags,Number of Answers
40226995,how to pad an 1-D numpy array with 0&#39;s,"['python', 'numpy']",1
40226670,calculate useful order statistics using describe with NaN in dataframe,"['python', 'pandas', 'numpy']",2
40225870,python: mean of variable length 2 matrix,"['python', 'arrays', 'numpy']",5
40226718,python matplotlib loop output not plotting,"['python', 'numpy', 'matplotlib', 'scatter']",0
40226192,Filling a 2D matrix in numpy using a for loop,"['python', 'matlab', 'numpy']",1
40225901,Numpy: create a matrix from smaller matrices,"['python', 'numpy', 'matrix']",2
40224814,most efficient way to randomly null out values in dataframe,"['python', 'pandas', 'numpy']",2
25057835,Get the mean across multiple Pandas DataFrames,"['python', 'r', 'numpy', 'pandas']",5
6950456,How to create a dynamic array,"['python', 'list', 'numpy']",1
40224987,Python Pandas: &#39;numpy.ndarray&#39; object has no attribute &#39;apply&#39;,"['python', 'pandas', 'numpy']",1
25696615,Can I save a numpy array as a 16-bit image using &quot;normal&quot; (Enthought) python?,"['python', 'numpy']",2
18689235,numpy array: replace nan values with average of columns,"['python', 'arrays', 'numpy', 'nan']",7
40223114,NumPy: fill fields surrounding a 1 in an array,"['python', 'arrays', 'numpy', 'matrix']",2
40218641,Gradient Descent Variation doesn&#39;t work,"['python', 'numpy', 'gradient-descent']",1
40221646,Predictive modelling - Regression with grouped id&#39;s and moving average (python),"['python', 'pandas', 'numpy', 'machine-learning', 'scikit-learn']",1
27612741,Grid of values from a table in python,"['python', 'numpy', 'multidimensional-array', 'scipy', 'interpolation']",1
30561018,Cannot figure out what input to use to get cv2.calcOpticalFlowPyrLK method to work,"['python', 'arrays', 'opencv', 'numpy', 'opticalflow']",2
40219946,Python : save dictionaries through numpy.save,"['python', 'numpy', 'dictionary']",2
40220285,Reshaping a python numpy array in a custom way,"['python', 'arrays', 'numpy']",2
40219386,using numpy.any to match color in opencv gives strange results,"['python', 'opencv', 'numpy']",1
40219628,Convert mask from numpy array to QBItmap,"['python', 'numpy', 'pyqt', 'pyqt5', 'image-masking']",0
40217173,install scipy package via pycharm in windows 10 64 bit - python 3.5,"['python', 'numpy', 'scipy', 'pip', 'python-3.5']",1
3674409,"Numpy: How to split/partition a dataset (array) into training and test datasets for, e.g., cross validation?","['python', 'arrays', 'optimization', 'numpy']",6
8486294,How to add an extra column to an numpy array,"['python', 'numpy']",10
40088756,Remove Outliers from Python fit,"['python', 'numpy', 'statistics', 'data-fitting']",0
40216570,Indexing of 3d numpy arrays with 2d arrays,"['python', 'arrays', 'numpy']",1
40177960,Circular lat/lon crop of a NetCDF file with Python,"['python', 'python-2.7', 'numpy', 'netcdf', 'nco']",1
40215510,ValueError: Unknown label type: array while using Decision Tree Classifier and using a custom dataset,"['python', 'numpy', 'scikit-learn', 'decision-tree']",1
40214600,Slicing arrays based on boolean array in python,"['python', 'arrays', 'numpy', 'boolean-logic', 'object-slicing']",1
40176578,Training huge amounts of data with tensorflow,"['python', 'numpy', 'input', 'tensorflow']",1
35687678,Using a pre-trained word embedding (word2vec or Glove) in TensorFlow,"['python', 'numpy', 'tensorflow', 'deep-learning']",3
40163502,Python alternative for MATLAB code &#39;min(Ar_1(Ar_1~=0))&#39;,"['python', 'arrays', 'matlab', 'numpy']",1
25368750,Using Numpy Array to Create Unique Array,"['python', 'arrays', 'numpy', 'unique']",1
40167708,Ubunto:3.19_x86_64: Unable to import &quot;Theano&quot; in Anaconda 4.2 with python 2.7,"['python', 'ubuntu', 'numpy', 'anaconda', 'theano']",0
28190534,Windows Scipy Install: No Lapack/Blas Resources Found,"['python', 'windows', 'python-3.x', 'numpy', 'pip']",7
40207906,Python Numpy: Coalesce and return first nonzero observation,"['python', 'arrays', 'numpy', 'coalesce']",1
40207716,Convert pandas to numpy.ndarray for sparse.hstack,"['python', 'pandas', 'numpy', 'sparse-matrix']",2
40205252,AttributeError: &#39;Float&#39; object has no attribute &#39;sqrt&#39; With numpy.std(array),"['python', 'numpy', 'sympy']",0
40203224,Convert type from BigFloat to Float in python,"['python', 'numpy', 'bigfloat']",1
40205574,pandas to numpy array for sklearn pipeline,"['python', 'numpy', 'scikit-learn', 'converter', 'pipeline']",1
35611440,Numpy octuple precision floats and 128 bit ints. Why and how?,"['python', 'numpy', 'int128']",2
40199699,Numpy unique elements according to every column,"['python', 'numpy']",0
40203809,pandas new column equals another column with condition,"['python', 'database', 'pandas', 'numpy', 'dataframe']",1
902761,Saving a Numpy array as an image,"['python', 'image', 'numpy']",11
40203639,read element from numpy.zeroes,"['python', 'arrays', 'numpy', 'matrix']",0
40183855,How to write string and ndarray into a file sequentially?,"['python', 'numpy', 'io', 'output']",0
40200543,Fitting data to numerical solution of an ode in python,"['python', 'numpy', 'scipy', 'curve-fitting', 'data-analysis']",2
19727435,Python OpenCV - Trouble detecting tiny &quot;holes&quot; (circles),"['python', 'opencv', 'numpy', 'image-recognition']",1
40199915,Get top N elements from array in descending order,"['python', 'numpy']",2
7818811,Import Error: No module named numpy,"['python', 'import', 'numpy', 'scipy']",8
40199543,How slicing inequality interval by numpy or scipy,"['python', 'numpy', 'scipy']",1
40200322,A faster way to separate the green channel of an image,"['python', 'numpy', 'image-processing', 'python-imaging-library']",2
40201236,Exception : &quot;Invalid norm order for vectors&quot; - Python,"['python', 'numpy', 'vector', 'normalization']",1
40200082,How to reduce the degree of sparseness of a 2D numpy array?,"['python', 'numpy']",1
40200070,axis = 0 is not clearly understood in numpy.sum,"['python', 'arrays', 'numpy']",1
40195097,incrementing by 1 for a row and column for a slice,"['python', 'numpy', 'increment']",2
31303839,sklearn PCA not working,"['python', 'numpy', 'scikit-learn', 'pca']",1
40198443,Pandas dataframe divide rows based on dates,"['python', 'pandas', 'numpy']",1
40187126,how do I card shuffle a pandas series quickly,"['python', 'pandas', 'numpy']",2
40100340,numpy multivariate_normal bug when dimension too high,"['python', 'numpy']",1
40097213,How do I median bin a 2D image in python?,"['python', 'arrays', 'numpy']",1
40196541,reading and slicing a 2d list in python,"['python', 'numpy']",3
40196986,Numpy arrays changing id,"['python', 'python-2.7', 'numpy']",1
40196995,Python numpy create copy and not reference,"['python', 'numpy', 'pypng']",1
40196231,Can I apply a vectorized function to a pandas dataframe?,"['python', 'pandas', 'numpy', 'dataframe', 'vectorization']",1
38399401,"Seems to have both NumPy 1.8.2 and 1.10.4 installed, also compatibility issues between rllab and OpenAI gym?","['python', 'linux', 'numpy', 'openai-gym']",0
40195460,Using .remove() creates error &quot;Use a.any() or a.all()&quot;,"['python', 'python-3.x', 'numpy', 'pygame']",0
40192686,Reading tab delimited csv into numpy array with different data types,"['python', 'arrays', 'csv', 'numpy']",3
40194849,time step data VTK to Maplotlib using Numpy,"['python', 'numpy', 'matplotlib', 'vtk']",0
7852519,Ternary operator for NumPy ndarray?,"['python', 'arrays', 'numpy', 'multidimensional-array']",1
40192616,Cleaning and grouping values,"['python', 'pandas', 'numpy', 'dataframe']",2
40192001,convert &quot;meshvectors&quot; to meshgrid in Python,"['python', 'numpy', 'matplotlib', 'visualization']",1
40182633,"Data import (reshape, numpy, pandas)","['python', 'python-3.x', 'pandas', 'numpy']",1
14570011,Explain why numpy should not be imported from source directory,"['python', 'import', 'numpy', 'matplotlib', 'directory']",1
40192024,Numpy matrix multiplication behaviour,"['python', 'numpy', 'matrix-multiplication']",1
21562986,numpy matrix vector multiplication,"['python', 'arrays', 'numpy', 'vector', 'matrix']",1
40192134,Implementing ast.literal_eval on a numpy array involves lists,"['python', 'numpy']",0
40190181,Filling Array with subsequent value,"['python', 'arrays', 'python-2.7', 'pandas', 'numpy']",2
40182684,Applying Sklearn Gaussian Mixture algorithm to fit GM curves,"['python', 'numpy', 'scikit-learn', 'curve-fitting', 'gaussian']",1
40190001,Is there an OpenCV equivalent of scipy.ndimage.find_objects?,"['python', 'c++', 'opencv', 'numpy']",0
32909619,"numpy array 1.9.2 getting ValueError: could not broadcast input array from shape (4,2) into shape (4)","['python', 'numpy']",1
40188922,Implementing zero mean and zero variance in numpy,"['python', 'numpy', 'machine-learning', 'normalization']",2
40188251,"Difference between numpy.zeros(n) and numpy.zeros(n,1)","['python', 'numpy']",1
12402045,Mesh grid functions in Python (meshgrid mgrid ogrid ndgrid),"['python', 'numpy', 'scipy']",1
40186887,how to append a numpy matrix into an empty numpy array,"['python', 'arrays', 'numpy', 'matrix', 'append']",4
40186800,Error importing numpy,"['python', 'python-2.7', 'numpy']",1
26657334,Installing NumPy and SciPy on 64-bit Windows (with Pip),"['python', 'numpy', 'scipy', 'windows64']",6
40186574,TypeError: Mismatch between array dtype (&#39;|S6&#39;) and format specifier (&#39;%.18e&#39;),"['python', 'numpy']",0
40185437,No module named &#39;numpy&#39;: Visual Studio Code,"['python', 'pandas', 'numpy', 'vscode']",1
40184686,How to convert from a set to an array in python,"['python', 'arrays', 'numpy', 'set', 'itertools']",2
40183552,synchronously select samples from two multi-dimensional arrays,"['python', 'numpy', 'scipy']",1
30340628,Delete rows at select indexes from a numpy array,"['python', 'arrays', 'numpy']",2
40185090,"np.array indexing given row index list, select rows not in index list","['python', 'numpy', 'scipy']",0
40179605,Insert matplotlib&#39;s Path into Numpy ndarray,"['python', 'numpy', 'matplotlib']",2
40184497,Plot list of lists (which different length) in a plot in python,"['python', 'numpy', 'plot']",1
40179398,how to handle nan in functions that should be used both for numpy and scalars?,"['python', 'arrays', 'numpy']",2
40183590,Project a multi-class array into a binary matrix,"['python', 'numpy', 'matrix', 'binary-matrix']",1
40182466,Is it possible to add a new field in a numpy.genfromtxt output?,"['python', 'numpy', 'genfromtxt']",1
4753738,Increasing speed of python list operations and comparisons in a custom table class,"['python', 'arrays', 'numpy']",2
40179209,Tensorflow - Testing a mnist neural net with my own images,"['python', 'numpy', 'tensorflow', 'mnist']",1
23478297,Pandas Dataframe or Panel to 3d numpy array,"['python', 'numpy', 'pandas']",2
40182028,Python Pandas creating a long list of dataframes to get concatenated,"['python', 'pandas', 'numpy', 'append', 'concatenation']",1
40008985,AttributeError: &#39;numpy.ndarray&#39; object has no attribute &#39;split&#39;,"['python', 'numpy']",1
40179434,Pandas: Exception while plotting two data frames on the same graph,"['python', 'pandas', 'numpy', 'matplotlib', 'plot']",1
11731768,Installing numpy on Red Hat 6?,"['python', 'linux', 'numpy', 'installation', 'rhel6']",3
40177378,None values in numpy arrays,"['python', 'numpy', 'nonetype']",0
40175327,Numpy element-wise in operation,"['python', 'performance', 'numpy', 'vectorization', 'elementwise-operations']",1
39973243,Randomly select list from list of lists in python depending on weights,"['python', 'list', 'numpy', 'random']",1
40174935,Efficiently sum up a couple of values into several bins in Numpy,"['python', 'numpy']",0
15007998,image processing using python and scipy,"['python', 'numpy', 'scipy', 'python-imaging-library']",3
40172406,"numpy 1.9.3, ImportError: No module named _globals","['python', 'numpy', 'conda']",0
40168737,Align dataframe diagonals into columns?,"['python', 'pandas', 'numpy', 'dataframe', 'diagonal']",2
40169359,How to sample a numpy array and perform computation on each sample efficiently?,"['python', 'performance', 'pandas', 'numpy', 'vectorization']",1
40143365,Theano operations returning odd results,"['python', 'numpy', 'theano', 'nnet']",2
23906324,"ValueError: operands could not be broadcast together with shapes (224,224) (180,180)","['python', 'numpy']",2
40169754,scipy.integrate.odeint with segmentation fault,"['python', 'numpy']",0
40169702,pyenv cannot copy anaconda packages to an anaconda virtualenv,"['python', 'numpy', 'virtualenv', 'anaconda', 'pyenv']",0
40065378,Python using custom color in plot,"['python', 'numpy', 'matplotlib', 'colors']",2
40162890,opencv cvtColor dtype issue(error: (-215) ),"['python', 'opencv', 'numpy']",1
20567418,Error installing numpy,"['python', 'numpy']",4
40165223,Convert numpy array to list of datetimes,"['python', 'arrays', 'datetime', 'numpy']",2
22320534,How does the axis parameter from NumPy work?,"['python', 'arrays', 'numpy']",2
40166725,Element wise subtraction of two lists of lists,"['python', 'numpy']",0
37545626,Python - Loop parallelisation with joblib,"['python', 'numpy', 'parallel-processing', 'joblib']",0
40164310,locate entries with given value for a multi-dimensional array and visualize it,"['python', 'numpy', 'matplotlib', 'scipy']",1
40159682,For Loop Optimization in Python,"['python', 'numpy']",1
40165477,ValueError: Linkage &#39;Z&#39; uses the same cluster more than once in Python scipy fcluster,"['python', 'numpy', 'scipy', 'hierarchical-clustering']",0
40164179,append element to the end of each arrow in numpy array,"['python', 'arrays', 'numpy', 'append']",1
40163892,np.where() or another boolean way for new pandas dataframe column,"['python', 'pandas', 'numpy']",1
40162891,on modifying the shape of numpy array resulting from input image,"['python', 'numpy', 'scipy', 'computer-vision', 'skimage']",1
40159019,Numpy genfromtxt reads additional unwanted strings,"['python', 'string', 'numpy', 'slash']",1
31400769,bounding box of numpy array,"['python', 'arrays', 'numpy', 'transformation']",3
40161784,Emulate texture reading with Numpy,"['python', 'numpy']",0
4601373,Better way to shuffle two numpy arrays in unison,"['python', 'random', 'numpy', 'shuffle']",6
40158720,nested np.where and boolean array indexing issue,"['python', 'python-2.7', 'numpy']",1
40160131,Get rid of a dimension by concatenating into another dimension,"['python', 'numpy']",1
40043444,Python matrix comparison,"['python', 'performance', 'numpy', 'matrix', 'comparison']",1
4001577,Difference between random draws from scipy.stats....rvs and numpy.random,"['python', 'numpy', 'random', 'scipy']",2
40157835,Finding repeated rows in a numpy array,"['python', 'arrays', 'function', 'numpy']",2
40157958,Overlaying two pandas Dataframes or numpy arrays and creating a key-value dictionary,"['python', 'pandas', 'numpy', 'dictionary', 'overlay']",1
40158984,Asymmetric variant of the Cuthill-McKee algorithm,"['python', 'algorithm', 'numpy', 'math', 'linear-algebra']",0
20077146,How to use numpy&#39;s hstack?,"['python', 'arrays', 'numpy', 'concatenation']",3
34097281,How can I convert a tensor into a numpy array in TensorFlow?,"['python', 'numpy', 'tensorflow']",3
40158189,Python - numpy.histogram2d contour map not appearing,"['python', 'numpy']",0
40153127,Check numpy installation? Ubuntu 16.04,"['python', 'python-2.7', 'numpy', 'ubuntu-16.04']",0
40156713,Find wrong colored pixels between boundaries,"['python', 'numpy', 'colors']",2
40138031,How to read realtime microphone audio volume in python and ffmpeg or similar,"['python', 'linux', 'numpy', 'audio', 'ffmpeg']",1
40157019,Convert a Python function to Cython,"['python', 'numpy', 'cython']",0
40153301,Performance difference between scipy and numpy norm,"['python', 'numpy', 'scipy']",1
40113072,How can I append a numpy array of N-Length to another array of N-dimensions?,"['python', 'arrays', 'numpy']",2
40121582,Efficient matrix multiplication in Matlab,"['python', 'matlab', 'numpy', 'matrix', 'matrix-multiplication']",1
40154905,numpy is not a supported wheel on the platform,"['python', 'numpy']",0
643699,How can I use numpy.correlate to do autocorrelation?,"['python', 'math', 'numpy', 'numerical-methods']",7
40140942,Numpy: How to vectorize parameters of a functional form of a function applied to a data set,"['python', 'numpy', 'vectorization', 'numpy-broadcasting']",1
40154017,Choosing a function from a list and applying it to generate an array,"['python', 'arrays', 'numpy', 'indexing']",1
40152997,Numpy arange floating point inconsistency,"['python', 'arrays', 'numpy', 'floating-point']",2
40148085,Faster shuffle for a large numpy memmap array,"['python', 'numpy', 'mmap']",0
40152372,logical arrays and mapping in python,"['python', 'arrays', 'numpy', 'mapping', 'logical-operators']",1
40132352,python filter 2d array by a chunk of data,"['python', 'arrays', 'numpy']",5
40134604,How to copy content of a numpy matrix to another?,"['python', 'numpy', 'matrix']",2
32419510,How to get reproducible results in keras,"['python', 'numpy', 'theano', 'keras']",5
40150330,Merge multiple masks with different sizes,"['python', 'arrays', 'numpy', 'merge', 'mask']",1
40072312,TypeError: return arrays must be of ArrayType,"['python', 'numpy', 'multidimensional-array', 'typeerror']",2
40146998,Theano logistic regression dimension mismatch,"['python', 'numpy', 'machine-learning', 'neural-network', 'theano']",1
40143044,Removing a subarray after using numpy.split,"['python', 'numpy']",1
40121953,Python script to count pixel values fails on a less-than/greater-than comparison,"['python', 'arrays', 'numpy', 'operators', 'truthiness']",1
40133016,How to group pandas DataFrame by varying dates?,"['python', 'pandas', 'numpy']",2
7688304,How to force numpy array order to fortran style?,"['python', 'arrays', 'performance', 'numpy', 'fortran']",2
40145113,iPython imshow() or numpy row selection,"['python', 'numpy', 'ipython', 'imshow']",1
40142804,"Python Array Reshaping Issue to Array with Shape (None, 192)","['python', 'numpy', 'keras']",2
40143684,"Python: float() argument must be a string or a number, not &#39;interp2d&#39;","['python', 'numpy', 'scipy', 'spyder', 'netcdf']",1
40139603,sum numpy array of tags in one hot encoding,"['python', 'arrays', 'numpy']",1
14741771,How to arrange the data for a heatmap pcolormesh?,"['python', 'numpy', 'matplotlib']",1
40142688,Numpy installation issues with Miniconda2,"['python', 'numpy', 'anaconda', 'caffe', 'miniconda']",0
40142166,How to fix &quot;TypeError: len() of unsized object&quot;,"['python', 'arrays', 'numpy']",2
40142004,Efficiently summing outer product for 1D NumPy arrays,"['python', 'numpy', 'optimization']",1
40109915,Python numpy.fft changes strides,"['python', 'arrays', 'numpy', 'memory-management', 'fft']",2
40141895,How to do a substring using pandas or numpy,"['python', 'pandas', 'numpy']",1
40125236,Python vectorization with a constant,"['python', 'performance', 'pandas', 'numpy', 'vectorization']",1
40128895,Numpy conversion of column values in to row values,"['python', 'performance', 'numpy', 'matrix']",1
34165731,A column-vector y was passed when a 1d array was expected,"['python', 'numpy', 'pandas']",2
40139826,How do I return a nonflat numpy array selecting elements given a set of conditions?,"['python', 'arrays', 'numpy', 'conditional', 'slice']",2
40139167,insert element in the start of the numpy array,"['python', 'arrays', 'numpy']",3
40137372,Concatinating multiple Data frames of different length,"['python', 'pandas', 'numpy', 'dataframe']",1
36381356,Sort matrix based on its diagonal entries,"['python', 'sorting', 'python-3.x', 'numpy', 'matrix']",2
40099585,Python Multiprocessing data output wrong,"['python', 'numpy', 'multiprocessing']",1
40137051,How to find the longest sub-array within a threshold?,"['python', 'arrays', 'algorithm', 'numpy']",3
32460369,python - set up time-step delay between two arrays,"['python', 'numpy', 'machine-learning', 'neural-network', 'deep-learning']",1
40112284,Accelerate or decelerate a movie clip,"['python', 'numpy', 'moviepy']",1
40134810,cast numpy array into memmap,"['python', 'arrays', 'numpy', 'numpy-memmap']",1
40130126,Labels show up interactively on click in python matplotlib,"['python', 'numpy', 'matplotlib']",1
39688133,Cleanest way to combine reduce and map in Python,"['python', 'numpy', 'deep-learning', 'reduce']",3
38509538,Numpy: Checking if a value is NaT,"['python', 'numpy']",2
40128515,pairwise comparisons within a dataset,"['python', 'python-2.7', 'numpy', 'scipy', 'cosine-similarity']",1
40128621,finding the upper limit of integral using fsolve,"['python', 'numpy', 'scipy', 'quad']",0
40114534,Numpy 4d array slicing,"['python', 'numpy']",1
40126029,Numpy Array reshape,"['python', 'numpy', 'scipy']",0
40126853,Fastest way to build a Matrix with a custom architecture,"['python', 'pandas', 'numpy']",1
24788200,Calculate the Cumulative Distribution Function (CDF) in Python,"['python', 'numpy', 'machine-learning', 'statistics', 'scipy']",1
39951768,Finding subset of dataframe rows that maximize one column sum while limiting sum of another,"['python', 'algorithm', 'pandas', 'numpy', 'data-science']",2
21324426,Numpy build fails with cannot import multiarray,"['python', 'osx', 'python-2.7', 'numpy', 'homebrew']",2
40122119,append to an array without replacing original array python,"['python', 'arrays', 'numpy', 'append']",0
40122077,Why sparse matrix computing on python is too slow,"['python', 'performance', 'numpy', 'scipy', 'sparse-matrix']",1
40076368,matplotlib/pyplot not plotting data from specific .txt file,"['python', 'numpy', 'matplotlib', 'plot']",1
36233918,Find Indices Of Columns Having Some Nonzero Element In A 2d array,"['python', 'numpy']",1
40101371,How to replace each array element by 4 copies in Python?,"['python', 'arrays', 'numpy']",3
40120299,Efficient way to select most recent index with finite value in column from Pandas DataFrame?,"['python', 'pandas', 'numpy', 'dataframe']",2
40120818,how to hide axes in matplotlib.pyplot,"['python', 'numpy', 'matplotlib']",2
36868294,Image not found error while trying to import gdal in python,"['python', 'numpy', 'anaconda', 'gdal']",1
40098142,Taking fast screenshot Winapi and Opencv,"['python', 'opencv', 'numpy', 'winapi']",0
40120754,numpy.linalg.eig giving demonstrably incorrect eigenvector,"['python', 'numpy', 'linear-algebra', 'eigenvector']",0
40118240,"get, access and modify element values for an numpy array","['python', 'numpy', 'scipy']",1
40119743,convert a grayscale image to a 3-channel image,"['python', 'numpy']",2
32302654,"Scipy, differential evolution","['python', 'numpy', 'scipy', 'differential-evolution']",1
30503321,Finding count of distinct elements in DataFrame in each column,"['python', 'numpy', 'pandas']",3
40118638,Pandas merging 2 DataFrames into one graph,"['python', 'pandas', 'numpy', 'matplotlib']",1
40118055,Numpy CAPI PyArray_New Visual Studio Warning C4055,"['python', 'c', 'visual-studio', 'numpy', 'python-c-api']",0
40116437,Having trouble rewriting code to list comprehension for image rotation in python,"['python', 'opencv', 'numpy', 'list-comprehension']",1
27115491,Subclassing datetime64,"['python', 'numpy', 'subclass', 'datetime64']",1
11442962,Python package that supports weighted covariance computation,"['python', 'numpy', 'statistics', 'scipy', 'covariance']",1
40075164,Determine mean value of data where the highest number of CONTINUOUS cond=True,"['python', 'performance', 'pandas', 'numpy']",2
40116126,How to apply a short FIR low-pass filter in Python,"['python', 'numpy', 'scipy', 'signal-processing', 'lowpass-filter']",0
40115608,How to turn a 1D radial profile into a 2D array in python,"['python', 'performance', 'numpy', 'multidimensional-array', 'vectorization']",1
40112139,Efficiently handling duplicates in a Python list,"['python', 'algorithm', 'numpy', 'grouping', 'graph-algorithm']",2
22814609,cv2.hough circles error on video,"['python', 'linux', 'opencv', 'numpy']",3
40098820,Python code to return total count of no. of positions in which items are differing at same index,"['python', 'arrays', 'python-2.7', 'python-3.x', 'numpy']",2
40114327,How can I insert a Series into a DataFrame row?,"['python', 'pandas', 'numpy', 'dataframe']",1
4535374,initialize a numpy array,"['python', 'arrays', 'numpy']",7
40016519,From 3D to 2D-array Basemap plot (Python),"['python', 'arrays', 'numpy']",1
40112487,AttributeError: &#39;numpy.ndarray&#39; object has no attribute &#39;median&#39;,"['python', 'numpy']",1
40109379,How do I link python 3.4.3 to opencv?,"['python', 'python-2.7', 'python-3.x', 'opencv', 'numpy']",1
40107591,Indexing and slicing dataframe by date and time in python,"['python', 'pandas', 'numpy', 'dataframe']",1
8355197,Detrending a time-series of a multi-dimensional array without the for loops,"['python', 'numpy', 'signal-processing', 'scipy']",3
40101130,how do I calculate a rolling idxmax,"['python', 'pandas', 'numpy', 'dataframe', 'series']",4
40105414,python - &#39;the truth value of an array with more than one element is ambiguous&#39; - what truth value?,"['python', 'arrays', 'numpy']",1
40106537,Theano shared variable constructor error,"['python', 'numpy', 'theano']",1
40102711,Percentage format in elements of python graph,"['python', 'numpy']",1
38453249,Is there a Matlab&#39;s buffer equivalent in numpy?,"['python', 'matlab', 'numpy', 'buffer']",1
40093475,Only show value of n*n matrix if value from another n*n has a certain value (Python),"['python', 'numpy', 'matplotlib', 'scipy', 'seaborn']",1
40104730,Vertical Bar chart using rotation=&#39;vertical&#39; not working,"['python', 'numpy', 'matplotlib']",1
40095712,When to apply(pd.to_numeric) and when to astype(np.float64) in python?,"['python', 'pandas', 'numpy', 'dataframe', 'types']",1
38455548,How can I pick specific records in TensorFlow from a .tfrecords file?,"['python', 'python-2.7', 'numpy', 'machine-learning', 'tensorflow']",1
3213212,Matlab equivalent of Numpy broadcasting?,"['python', 'matlab', 'numpy', 'numpy-broadcasting']",4
40095325,Covariance matrix from np.polyfit() has negative diagonal?,"['python', 'python-2.7', 'numpy', 'statistics', 'linear-regression']",1
40103226,kNN - How to locate the nearest neighbors in the training matrix based on the calculated distances,"['python', 'numpy', 'machine-learning', 'knn']",1
33100702,How does numpy.transpose work for this example?,"['python', 'numpy', 'transpose']",1
40099264,Why can I make a numpy array that&#39;s (apparently) bigger than my computer&#39;s memory?,"['python', 'numpy', 'memory', 'scipy', 'sparse-matrix']",1
40099111,What is the most efficient module for the display of an updating matrix,"['python', 'python-3.x', 'numpy']",0
40097086,Plotting asymmetric error bars Matplotlib,"['python', 'numpy', 'matplotlib']",1
40097249,Prevent numpy from vectorizing multiplication,"['python', 'numpy']",0
40096826,Ranking python dictionary by percentile,"['python', 'numpy', 'dictionary']",1
